System Reference Number  : 33064
Hospital name            : MEDimagem
SW Release               : 5.4.1
Filename                 : G:\monitoring\monitor_magnet_helium_level_value.dat
File date                : 2019-11-02 03:09:12
History length (days)    : 365
 
Date(YYYY-MM-DD)  Time   Magnet helium level value [%]
2024-02-09	03:09:43	67.3
2024-02-10	03:09:42	67.1
2024-02-11	03:09:42	67.3
2024-02-12	03:09:43	67.2
2024-02-13	03:09:42	67.3
2024-02-14	03:09:41	67.1
2024-02-15	03:09:44	67.1
2024-02-16	03:09:42	67.1
2024-02-17	03:09:43	67.0
2024-02-18	03:09:31	66.9
2024-02-18	09:45:14	67.1
2024-02-19	03:09:33	67.1
2024-02-20	03:09:47	66.9
2024-02-21	03:09:49	66.9
2024-02-22	03:09:48	66.7
2024-02-23	03:09:48	66.7
2024-02-24	03:09:48	66.7
2024-02-25	03:09:48	66.7
2024-02-26	03:09:46	66.7
2024-02-27	03:09:49	66.7
2024-02-28	03:09:48	66.7
2024-02-29	03:09:48	66.5
2024-03-01	03:09:49	66.5
2024-03-02	03:09:49	66.5
2024-03-03	03:09:43	66.5
2024-03-04	03:09:43	66.4
2024-03-05	03:09:43	66.4
2024-03-06	03:09:42	66.4
2024-03-07	03:09:41	66.3
2024-03-08	03:09:43	66.3
2024-03-09	03:09:42	66.3
2024-03-10	03:09:41	66.3
2024-03-11	03:09:42	66.3
2024-03-12	03:09:45	66.3
2024-03-13	03:09:43	66.2
2024-03-14	03:09:45	66.0
2024-03-15	03:09:45	66.0
2024-03-16	03:09:46	66.0
2024-03-17	03:09:46	65.8
2024-03-18	03:09:46	65.9
2024-03-19	03:09:46	65.8
2024-03-20	03:09:46	65.8
2024-03-21	03:09:45	65.7
2024-03-22	03:09:44	65.8
2024-03-23	03:09:47	65.8
2024-03-24	03:09:45	65.8
2024-03-25	03:09:47	65.8
2024-03-26	03:09:45	65.9
2024-03-27	07:12:05	65.8
2024-03-28	03:09:46	65.7
2024-03-29	03:09:46	65.8
2024-03-30	03:09:47	65.6
2024-03-31	03:09:27	65.6
2024-04-01	03:09:28	65.5
2024-04-02	03:09:43	65.6
2024-04-03	03:09:46	65.5
2024-04-04	03:09:47	65.5
2024-04-05	03:09:46	65.5
2024-04-06	03:09:45	65.5
2024-04-09	07:40:33	65.2
2024-04-10	03:09:45	65.4
2024-04-11	03:09:47	65.2
2024-04-12	03:09:47	65.2
2024-04-13	03:09:49	65.2
2024-04-14	03:09:46	65.1
2024-04-15	03:09:47	65.0
2024-04-16	03:09:44	65.0
2024-04-16	19:30:14	65.0
2024-04-17	03:09:46	65.0
2024-04-18	03:09:50	64.9
2024-04-19	03:09:42	65.0
2024-04-20	03:09:43	64.9
2024-04-21	03:09:50	64.8
2024-04-22	03:09:48	64.8
2024-04-23	03:09:42	64.8
2024-04-24	03:09:44	64.8
2024-04-25	03:09:42	64.7
2024-04-26	03:09:42	64.6
2024-04-27	03:09:42	64.7
2024-04-28	03:09:43	64.7
2024-04-29	03:09:41	64.7
2024-04-30	03:09:42	64.7
2024-05-01	03:09:41	64.7
2024-05-02	03:09:43	64.4
2024-05-03	03:09:26	64.3
2024-05-04	03:09:43	64.3
2024-05-05	03:09:39	64.3
2024-05-06	03:09:44	64.3
2024-05-07	03:09:43	64.3
2024-05-08	03:09:43	64.3
2024-05-09	03:09:43	64.3
2024-05-10	03:09:44	64.2
2024-05-11	03:09:43	64.1
2024-05-12	03:09:45	63.9
2024-05-13	03:09:45	64.1
2024-05-14	03:09:47	64.0
2024-05-15	03:09:48	63.9
2024-05-16	03:09:46	63.9
2024-05-17	03:09:43	63.9
2024-05-17	14:05:22	63.9
2024-05-17	14:15:45	65.0
2024-05-17	14:22:47	67.6
2024-05-17	14:34:08	72.3
2024-05-17	14:40:42	75.2
2024-05-17	14:44:03	76.6
2024-05-17	14:46:32	76.6
2024-05-17	14:52:56	78.5
2024-05-17	15:02:30	81.9
2024-05-17	15:14:12	87.6
2024-05-17	15:18:40	90.6
2024-05-17	15:31:35	91.1
2024-05-17	15:37:51	91.1
2024-05-18	03:09:47	91.0
2024-05-19	03:09:47	91.5
2024-05-20	03:09:47	91.5
2024-05-21	03:09:48	91.7
2024-05-22	03:09:48	91.7
2024-05-23	03:09:45	92.0
2024-05-24	03:09:45	92.0
2024-05-25	03:09:46	91.7
2024-05-26	03:09:46	91.6
2024-05-27	03:09:46	91.5
2024-05-28	03:09:45	91.5
2024-05-29	03:09:47	91.5
2024-05-30	03:09:47	91.5
2024-05-31	03:09:47	91.1
2024-06-01	03:09:47	91.1
2024-06-02	03:09:46	91.1
2024-06-03	03:09:46	91.1
2024-06-04	03:09:47	91.1
2024-06-05	03:09:47	90.9
2024-06-06	03:09:46	90.9
2024-06-07	03:09:45	90.9
2024-06-08	03:09:46	90.7
2024-06-09	03:09:46	90.5
2024-06-10	03:09:45	90.5
2024-06-11	03:09:47	90.3
2024-06-12	03:09:42	90.3
2024-06-13	03:09:48	90.2
2024-06-14	03:09:47	90.2
2024-06-15	03:09:48	90.0
2024-06-16	03:09:46	90.0
2024-06-17	03:09:48	89.9
2024-06-18	03:09:45	89.8
2024-06-19	03:09:45	89.5
2024-06-20	03:09:46	89.2
2024-06-21	03:09:46	89.2
2024-06-22	03:09:46	89.2
2024-06-23	03:09:46	89.1
2024-06-24	03:09:45	89.1
2024-06-25	03:09:45	89.1
2024-06-26	03:09:45	89.1
2024-06-27	03:09:45	88.8
2024-06-28	03:09:47	88.5
2024-06-29	03:09:45	88.4
2024-06-30	03:09:46	88.3
2024-07-01	03:09:47	88.3
2024-07-02	03:09:47	88.4
2024-07-03	03:09:46	88.4
2024-07-04	03:09:46	88.3
2024-07-05	03:09:46	88.3
2024-07-06	03:09:48	88.1
2024-07-07	03:09:45	88.1
2024-07-08	03:09:45	88.1
2024-07-09	03:09:46	88.0
2024-07-10	03:09:48	87.8
2024-07-11	03:09:47	87.8
2024-07-12	03:09:45	87.8
2024-07-13	03:09:46	87.8
2024-07-14	03:09:45	87.8
2024-07-15	03:09:45	87.8
2024-07-16	03:09:45	87.8
2024-07-17	03:09:46	87.8
2024-07-18	03:09:47	87.7
2024-07-19	03:09:47	87.4
2024-07-20	03:09:48	87.4
2024-07-21	03:09:49	87.4
2024-07-22	03:09:43	87.3
2024-07-23	03:09:47	87.2
2024-07-24	03:09:46	87.2
2024-07-25	03:09:45	87.2
2024-07-26	03:09:45	87.0
2024-07-27	03:09:46	86.9
2024-07-28	03:09:45	86.6
2024-07-29	03:09:45	86.6
2024-07-30	03:09:46	86.6
2024-07-31	03:09:45	86.6
2024-08-01	03:09:46	86.6
2024-08-02	03:09:47	86.6
2024-08-03	03:09:46	86.5
2024-08-04	03:09:45	86.5
2024-08-05	03:09:41	86.4
2024-08-06	03:09:47	86.4
2024-08-07	03:09:46	86.2
2024-08-08	03:09:47	86.1
2024-08-09	09:35:31	86.0
2024-08-10	03:09:47	86.0
2024-08-11	03:09:47	86.0
2024-08-12	03:09:47	86.0
2024-08-13	03:09:47	86.0
2024-08-14	03:09:47	86.0
2024-08-15	03:09:47	86.0
2024-08-16	03:09:46	86.0
2024-08-17	03:09:47	85.6
2024-08-18	03:09:45	85.5
2024-08-19	03:09:45	85.3
2024-08-20	03:09:47	85.1
2024-08-21	03:09:46	85.1
2024-08-22	03:09:46	85.1
2024-08-23	03:09:46	85.0
2024-08-24	03:09:45	84.9
2024-08-25	03:09:46	84.9
2024-08-26	03:09:47	84.9
2024-08-27	03:09:46	84.9
2024-08-28	03:09:48	84.9
2024-08-29	03:09:48	84.9
2024-08-30	03:09:46	84.9
2024-08-31	03:09:48	84.7
2024-08-31	12:44:12	84.6
2024-09-01	03:09:43	84.6
2024-09-02	03:09:51	84.4
2024-09-03	03:09:47	84.3
2024-09-04	03:09:49	84.3
2024-09-05	03:09:43	84.2
2024-09-06	03:09:44	84.2
2024-09-07	03:09:44	84.2
2024-09-08	03:09:43	84.1
2024-09-09	03:09:43	84.1
2024-09-10	03:09:43	84.1
2024-09-11	03:09:43	84.0
2024-09-12	03:09:43	84.0
2024-09-13	03:09:43	83.9
2024-09-14	03:09:44	83.9
2024-09-15	03:09:43	83.9
2024-09-16	03:09:43	83.7
2024-09-17	03:09:40	83.6
2024-09-18	03:09:43	83.7
2024-09-19	03:09:44	83.7
2024-09-20	03:09:43	83.6
2024-09-21	03:09:43	83.5
2024-09-22	03:09:50	83.5
2024-09-23	03:09:44	83.4
2024-09-24	03:09:48	83.3
2024-09-25	03:09:45	83.3
2024-09-26	03:09:47	83.3
2024-09-27	03:09:42	83.3
2024-09-28	03:09:42	83.0
2024-09-29	03:09:42	83.0
2024-09-30	03:09:43	83.0
2024-10-01	03:09:43	83.2
2024-10-02	03:09:43	82.9
2024-10-03	03:09:44	82.8
2024-10-04	03:09:46	82.8
2024-10-05	03:09:47	82.8
2024-10-06	03:09:47	82.8
2024-10-07	03:09:47	82.8
2024-10-08	03:09:47	82.7
2024-10-09	03:09:48	82.6
2024-10-10	03:09:46	82.5
2024-10-11	03:09:47	82.6
2024-10-12	03:09:48	82.5
2024-10-13	03:09:50	82.4
2024-10-14	03:09:48	82.4
2024-10-15	03:09:47	82.4
2024-10-16	03:09:50	82.4
2024-10-17	03:09:51	82.1
2024-10-18	03:09:50	82.0
2024-10-19	03:09:48	82.0
2024-10-20	03:09:48	81.9
2024-10-21	03:09:48	81.9
2024-10-22	03:09:46	81.9
2024-10-23	03:09:47	81.9
2024-10-24	03:09:48	81.7
2024-10-25	03:09:43	81.7
2024-10-26	03:09:44	81.6
2024-10-27	03:09:43	81.6
2024-10-28	03:09:43	81.6
2024-10-29	03:09:44	81.7
2024-10-30	03:09:43	81.6
2024-10-31	03:09:40	81.7
2024-11-01	03:09:42	81.6
2024-11-02	17:00:28	81.6
2024-11-03	03:09:45	81.6
2024-11-04	03:09:45	81.2
2024-11-05	03:09:43	81.3
2024-11-06	03:09:45	81.3
2024-11-07	03:09:44	81.2
2024-11-08	03:09:45	81.1
2024-11-09	03:09:44	81.0
2024-11-10	03:09:45	81.0
2024-11-11	03:09:44	81.0
2024-11-12	03:09:46	80.9
2024-11-13	03:09:48	80.7
2024-11-14	03:09:48	80.9
2024-11-15	03:09:39	80.7
2024-11-16	03:09:43	80.7
2024-11-17	03:09:43	80.9
2024-11-18	03:09:43	80.6
2024-11-19	03:09:43	80.5
2024-11-20	03:09:43	80.5
2024-11-21	03:09:42	80.5
2024-11-22	03:09:43	80.3
2024-11-23	03:09:43	80.3
2024-11-24	03:09:42	80.3
2024-11-25	03:09:51	80.3
2024-11-26	03:09:47	80.3
2024-11-27	03:09:48	80.4
2024-11-28	03:09:47	79.8
2024-11-30	03:09:48	80.4
2024-12-01	03:09:44	81.0
2024-12-01	03:09:44	90.0
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	72.1
2023-12-03	03:09:44	73.1
2023-12-03	03:09:44	73.1
2023-12-03	03:09:44	73.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	100.1
2023-12-03	03:09:44	70.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	80.1
2023-12-03	03:09:44	100.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	100.1
2024-11-28	03:09:47	79.8
2023-12-03	03:09:44	90.8
